Order_ID,Order_Date,Product_ID,Product_Name,Product_Category,Supplier_ID,Supplier_Name,Supplier_Rating,Warehouse_ID,Warehouse_Name,Warehouse_Location,Warehouse_Capacity,Warehouse_Utilization,Quantity,Unit_Price,Order_Value,Shipping_Mode,Origin,Destination,Distance_KM,Shipping_Cost,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delivery_Delay_Days,Inventory_Level,Reorder_Level,Inventory_Status,Delay_Category,Order_Month,Order_Month_Name,Order_Quarter,Order_Year,Order_Day,Shipping_Cost_Per_KM,Inventory_Risk,Warehouse_Risk,Delivery_Risk,Overall_Risk
ORD08279,2025-03-29,P003,Monitor,Electronics,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,89.32,60,18000,1080000,Road,Mumbai,Pune,2362,18896,2025-04-06,2025-04-06,On Time,0,350,133,Sufficient,On Time,3,March,Q1,2025,Saturday,8.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD04829,2025-03-29,P015,Headset,Accessories,SUP006,Reliable Components,4.7,WH006,Pune Warehouse,Pune,8000,95.03,20,2500,50000,Sea,Chennai,Delhi,1876,5628,2025-04-18,2025-04-18,On Time,0,333,178,Sufficient,On Time,3,March,Q1,2025,Saturday,3.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD01159,2025-03-29,P013,Graphics Card,Computer Parts,SUP005,SmartTech Distributors,4.4,WH005,Delhi Distribution,Delhi,14000,89.22,3,45000,135000,Road,Mumbai,Hyderabad,734,5872,2025-04-01,2025-04-01,On Time,0,267,255,Sufficient,On Time,3,March,Q1,2025,Saturday,8.0,Medium Risk,Medium Risk,Low Risk,Medium Risk
ORD01532,2025-03-29,P003,Monitor,Electronics,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,52.09,20,18000,360000,Road,Mumbai,Bangalore,1685,13480,2025-04-03,2025-04-03,On Time,0,848,254,Sufficient,On Time,3,March,Q1,2025,Saturday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD06637,2025-03-29,P014,Webcam,Accessories,SUP007,Digital Supply Co,3.8,WH005,Delhi Distribution,Delhi,14000,49.71,96,4000,384000,Air,Bangalore,Ahmedabad,1779,32022,2025-03-31,2025-04-10,Delayed,10,777,275,Sufficient,Severe Delay,3,March,Q1,2025,Saturday,18.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD05330,2025-03-29,P004,Keyboard,Accessories,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,70.53,3,1500,4500,Air,Pune,Delhi,908,16344,2025-03-31,2025-04-01,On Time,1,30,140,Reorder Required,Minor Delay,3,March,Q1,2025,Saturday,18.0,High Risk,Low Risk,Medium Risk,Medium Risk
ORD06087,2025-03-29,P014,Webcam,Accessories,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,84.11,91,4000,364000,Rail,Pune,Kolkata,1917,9585,2025-04-09,2025-04-09,On Time,0,180,222,Reorder Required,On Time,3,March,Q1,2025,Saturday,5.0,High Risk,Medium Risk,Low Risk,Medium Risk
ORD05407,2025-03-29,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,48.45,33,5000,165000,Road,Mumbai,Kolkata,1382,11056,2025-04-03,2025-04-03,On Time,0,245,253,Reorder Required,On Time,3,March,Q1,2025,Saturday,8.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD01609,2025-03-29,P014,Webcam,Accessories,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,48.0,79,4000,316000,Road,Pune,Ahmedabad,1941,15528,2025-04-02,2025-04-07,Delayed,5,87,105,Reorder Required,Moderate Delay,3,March,Q1,2025,Saturday,8.0,High Risk,Low Risk,High Risk,High Risk
ORD07936,2025-03-29,P005,Mouse,Accessories,SUP002,Global Electronics,4.2,WH001,Chennai Central,Chennai,10000,93.4,45,800,36000,Rail,Delhi,Mumbai,1543,7715,2025-04-09,2025-04-09,On Time,0,80,112,Reorder Required,On Time,3,March,Q1,2025,Saturday,5.0,High Risk,High Risk,Low Risk,High Risk
ORD03578,2025-03-29,P003,Monitor,Electronics,SUP004,NextGen Supplies,3.9,WH006,Pune Warehouse,Pune,8000,48.59,76,18000,1368000,Sea,Mumbai,Kolkata,735,2205,2025-04-09,2025-04-09,On Time,0,376,278,Sufficient,On Time,3,March,Q1,2025,Saturday,3.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD02885,2025-03-29,P010,Hard Drive,Storage,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,68.03,44,6000,264000,Air,Mumbai,Ahmedabad,2404,43272,2025-04-02,2025-04-02,On Time,0,419,213,Sufficient,On Time,3,March,Q1,2025,Saturday,18.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD00925,2025-03-29,P001,Laptop,Electronics,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,87.1,69,65000,4485000,Rail,Pune,Kolkata,1470,7350,2025-04-07,2025-04-16,Delayed,9,584,290,Sufficient,Severe Delay,3,March,Q1,2025,Saturday,5.0,Low Risk,Medium Risk,High Risk,Medium Risk
ORD08129,2025-03-29,P008,Router,Networking,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,91.8,15,5000,75000,Sea,Delhi,Pune,2180,6540,2025-04-08,2025-04-08,On Time,0,501,136,Sufficient,On Time,3,March,Q1,2025,Saturday,3.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD00292,2025-03-29,P006,Printer,Office Equipment,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,59.41,80,12000,960000,Air,Pune,Bangalore,1576,28368,2025-04-01,2025-04-02,On Time,1,429,216,Sufficient,Minor Delay,3,March,Q1,2025,Saturday,18.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD04644,2025-03-29,P009,Switch,Networking,SUP001,TechSource India,4.6,WH002,Bangalore Hub,Bangalore,12000,96.54,72,7500,540000,Road,Bangalore,Hyderabad,785,6280,2025-04-06,2025-04-07,On Time,1,463,121,Sufficient,Minor Delay,3,March,Q1,2025,Saturday,8.0,Low Risk,High Risk,Medium Risk,Medium Risk
ORD08018,2025-03-29,P008,Router,Networking,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,53.13,44,5000,220000,Air,Chennai,Mumbai,818,14724,2025-03-30,2025-03-30,On Time,0,784,209,Sufficient,On Time,3,March,Q1,2025,Saturday,18.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD00932,2025-03-30,P005,Mouse,Accessories,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,53.44,24,800,19200,Rail,Bangalore,Kolkata,419,2095,2025-04-07,2025-04-07,On Time,0,25,222,Reorder Required,On Time,3,March,Q1,2025,Sunday,5.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD01651,2025-03-30,P001,Laptop,Electronics,SUP007,Digital Supply Co,3.8,WH006,Pune Warehouse,Pune,8000,73.98,89,65000,5785000,Air,Hyderabad,Bangalore,556,10008,2025-03-31,2025-04-01,On Time,1,812,150,Sufficient,Minor Delay,3,March,Q1,2025,Sunday,18.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD01341,2025-03-30,P004,Keyboard,Accessories,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,51.28,14,1500,21000,Rail,Hyderabad,Ahmedabad,1828,9140,2025-04-04,2025-04-13,Delayed,9,80,296,Reorder Required,Severe Delay,3,March,Q1,2025,Sunday,5.0,High Risk,Low Risk,High Risk,High Risk
ORD07755,2025-03-30,P015,Headset,Accessories,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,45.3,5,2500,12500,Sea,Bangalore,Hyderabad,202,606,2025-04-16,2025-04-20,Delayed,4,278,144,Sufficient,Moderate Delay,3,March,Q1,2025,Sunday,3.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD03652,2025-03-30,P001,Laptop,Electronics,SUP005,SmartTech Distributors,4.4,WH005,Delhi Distribution,Delhi,14000,48.13,77,65000,5005000,Rail,Chennai,Kolkata,1234,6170,2025-04-04,2025-04-04,On Time,0,153,118,Sufficient,On Time,3,March,Q1,2025,Sunday,5.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD03719,2025-03-30,P004,Keyboard,Accessories,SUP006,Reliable Components,4.7,WH002,Bangalore Hub,Bangalore,12000,57.68,77,1500,115500,Road,Chennai,Jaipur,824,6592,2025-04-04,2025-04-04,On Time,0,815,213,Sufficient,On Time,3,March,Q1,2025,Sunday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD03037,2025-03-30,P008,Router,Networking,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,53.45,98,5000,490000,Air,Hyderabad,Coimbatore,131,2358,2025-03-31,2025-04-01,On Time,1,453,276,Sufficient,Minor Delay,3,March,Q1,2025,Sunday,18.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD00311,2025-03-30,P012,RAM,Computer Parts,SUP002,Global Electronics,4.2,WH004,Mumbai Central,Mumbai,15000,69.72,6,3500,21000,Sea,Hyderabad,Coimbatore,1132,3396,2025-04-11,2025-04-16,Delayed,5,25,184,Reorder Required,Moderate Delay,3,March,Q1,2025,Sunday,3.0,High Risk,Low Risk,High Risk,High Risk
ORD07744,2025-03-30,P002,Desktop PC,Electronics,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,50.17,51,55000,2805000,Air,Delhi,Ahmedabad,1764,31752,2025-04-02,2025-04-06,Delayed,4,101,169,Reorder Required,Moderate Delay,3,March,Q1,2025,Sunday,18.0,High Risk,Low Risk,High Risk,High Risk
ORD02467,2025-03-30,P012,RAM,Computer Parts,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,80.76,28,3500,98000,Air,Pune,Hyderabad,1037,18666,2025-04-03,2025-04-04,On Time,1,319,243,Sufficient,Minor Delay,3,March,Q1,2025,Sunday,18.0,Medium Risk,Medium Risk,Medium Risk,Medium Risk
ORD07837,2025-03-30,P011,SSD,Storage,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,73.56,81,7000,567000,Sea,Hyderabad,Kolkata,1408,4224,2025-04-12,2025-04-12,On Time,0,648,148,Sufficient,On Time,3,March,Q1,2025,Sunday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD06275,2025-03-30,P010,Hard Drive,Storage,SUP002,Global Electronics,4.2,WH006,Pune Warehouse,Pune,8000,65.43,69,6000,414000,Rail,Hyderabad,Coimbatore,261,1305,2025-04-09,2025-04-09,On Time,0,71,213,Reorder Required,On Time,3,March,Q1,2025,Sunday,5.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD09002,2025-03-30,P015,Headset,Accessories,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,76.28,36,2500,90000,Road,Pune,Bangalore,1953,15624,2025-04-05,2025-04-05,On Time,0,935,180,Sufficient,On Time,3,March,Q1,2025,Sunday,8.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD01149,2025-03-30,P015,Headset,Accessories,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,57.31,14,2500,35000,Road,Bangalore,Delhi,1832,14656,2025-04-06,2025-04-07,On Time,1,476,154,Sufficient,Minor Delay,3,March,Q1,2025,Sunday,8.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD03060,2025-03-30,P007,Scanner,Office Equipment,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,62.2,83,9000,747000,Sea,Mumbai,Ahmedabad,1466,4398,2025-04-19,2025-04-19,On Time,0,165,134,Sufficient,On Time,3,March,Q1,2025,Sunday,3.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD06183,2025-03-30,P009,Switch,Networking,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,94.05,13,7500,97500,Rail,Mumbai,Bangalore,1686,8430,2025-04-08,2025-04-09,On Time,1,655,185,Sufficient,Minor Delay,3,March,Q1,2025,Sunday,5.0,Low Risk,High Risk,Medium Risk,Medium Risk
ORD01304,2025-03-30,P006,Printer,Office Equipment,SUP004,NextGen Supplies,3.9,WH004,Mumbai Central,Mumbai,15000,81.95,61,12000,732000,Road,Bangalore,Kolkata,1882,15056,2025-04-04,2025-04-14,Delayed,10,292,138,Sufficient,Severe Delay,3,March,Q1,2025,Sunday,8.0,Low Risk,Medium Risk,High Risk,Medium Risk
ORD06326,2025-03-30,P011,SSD,Storage,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,69.82,11,7000,77000,Air,Chennai,Pune,1560,28080,2025-03-31,2025-03-31,On Time,0,784,254,Sufficient,On Time,3,March,Q1,2025,Sunday,18.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD01827,2025-03-30,P005,Mouse,Accessories,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,90.36,36,800,28800,Road,Chennai,Kolkata,2195,17560,2025-04-05,2025-04-06,On Time,1,847,235,Sufficient,Minor Delay,3,March,Q1,2025,Sunday,8.0,Low Risk,High Risk,Medium Risk,Medium Risk
ORD05023,2025-03-30,P003,Monitor,Electronics,SUP002,Global Electronics,4.2,WH006,Pune Warehouse,Pune,8000,52.52,35,18000,630000,Road,Mumbai,Bangalore,264,2112,2025-04-07,2025-04-07,On Time,0,249,274,Reorder Required,On Time,3,March,Q1,2025,Sunday,8.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD05493,2025-03-30,P012,RAM,Computer Parts,SUP004,NextGen Supplies,3.9,WH002,Bangalore Hub,Bangalore,12000,69.99,50,3500,175000,Rail,Delhi,Kolkata,1223,6115,2025-04-05,2025-04-15,Delayed,10,148,225,Reorder Required,Severe Delay,3,March,Q1,2025,Sunday,5.0,High Risk,Low Risk,High Risk,High Risk
ORD07426,2025-03-30,P013,Graphics Card,Computer Parts,SUP005,SmartTech Distributors,4.4,WH005,Delhi Distribution,Delhi,14000,45.59,84,45000,3780000,Sea,Bangalore,Mumbai,1169,3507,2025-04-12,2025-04-12,On Time,0,213,139,Sufficient,On Time,3,March,Q1,2025,Sunday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD06891,2025-03-30,P013,Graphics Card,Computer Parts,SUP005,SmartTech Distributors,4.4,WH003,Hyderabad Hub,Hyderabad,9000,72.88,7,45000,315000,Road,Chennai,Delhi,844,6752,2025-04-03,2025-04-03,On Time,0,771,169,Sufficient,On Time,3,March,Q1,2025,Sunday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD09391,2025-03-30,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,69.75,23,800,18400,Rail,Pune,Delhi,2275,11375,2025-04-10,2025-04-20,Delayed,10,809,290,Sufficient,Severe Delay,3,March,Q1,2025,Sunday,5.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD03814,2025-03-30,P013,Graphics Card,Computer Parts,SUP005,SmartTech Distributors,4.4,WH005,Delhi Distribution,Delhi,14000,95.37,42,45000,1890000,Road,Bangalore,Mumbai,2430,19440,2025-04-05,2025-04-05,On Time,0,992,288,Sufficient,On Time,3,March,Q1,2025,Sunday,8.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD06630,2025-03-30,P007,Scanner,Office Equipment,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,53.5,19,9000,171000,Air,Hyderabad,Coimbatore,914,16452,2025-04-02,2025-04-10,Delayed,8,392,226,Sufficient,Severe Delay,3,March,Q1,2025,Sunday,18.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD00150,2025-03-30,P008,Router,Networking,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,85.87,46,5000,230000,Air,Delhi,Ahmedabad,837,15066,2025-04-01,2025-04-01,On Time,0,250,176,Sufficient,On Time,3,March,Q1,2025,Sunday,18.0,Medium Risk,Medium Risk,Low Risk,Medium Risk
ORD06052,2025-03-30,P009,Switch,Networking,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,75.17,83,7500,622500,Road,Chennai,Pune,2276,18208,2025-04-07,2025-04-08,On Time,1,503,127,Sufficient,Minor Delay,3,March,Q1,2025,Sunday,8.0,Low Risk,Medium Risk,Medium Risk,Medium Risk
ORD04038,2025-03-30,P006,Printer,Office Equipment,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,83.74,3,12000,36000,Air,Chennai,Hyderabad,720,12960,2025-04-03,2025-04-03,On Time,0,728,195,Sufficient,On Time,3,March,Q1,2025,Sunday,18.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD09194,2025-03-30,P003,Monitor,Electronics,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,85.84,71,18000,1278000,Air,Delhi,Pune,962,17316,2025-04-02,2025-04-02,On Time,0,895,230,Sufficient,On Time,3,March,Q1,2025,Sunday,18.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD06036,2025-03-30,P004,Keyboard,Accessories,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,54.12,40,1500,60000,Rail,Hyderabad,Delhi,1984,9920,2025-04-11,2025-04-11,On Time,0,141,181,Reorder Required,On Time,3,March,Q1,2025,Sunday,5.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD05119,2025-03-30,P004,Keyboard,Accessories,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,97.97,25,1500,37500,Sea,Pune,Kolkata,614,1842,2025-04-12,2025-04-17,Delayed,5,503,101,Sufficient,Moderate Delay,3,March,Q1,2025,Sunday,3.0,Low Risk,High Risk,High Risk,High Risk
ORD09576,2025-03-30,P010,Hard Drive,Storage,SUP002,Global Electronics,4.2,WH001,Chennai Central,Chennai,10000,91.52,10,6000,60000,Sea,Pune,Bangalore,1827,5481,2025-04-11,2025-04-12,On Time,1,576,168,Sufficient,Minor Delay,3,March,Q1,2025,Sunday,3.0,Low Risk,High Risk,Medium Risk,Medium Risk
ORD02166,2025-03-30,P006,Printer,Office Equipment,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,65.86,65,12000,780000,Air,Mumbai,Delhi,475,8550,2025-04-01,2025-04-02,On Time,1,336,124,Sufficient,Minor Delay,3,March,Q1,2025,Sunday,18.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD04465,2025-03-31,P009,Switch,Networking,SUP008,FutureTech Suppliers,4.5,WH006,Pune Warehouse,Pune,8000,93.19,78,7500,585000,Sea,Bangalore,Hyderabad,1441,4323,2025-04-17,2025-04-17,On Time,0,68,132,Reorder Required,On Time,3,March,Q1,2025,Monday,3.0,High Risk,High Risk,Low Risk,High Risk
ORD04751,2025-03-31,P001,Laptop,Electronics,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,56.87,53,65000,3445000,Road,Mumbai,Coimbatore,58,464,2025-04-07,2025-04-07,On Time,0,224,187,Sufficient,On Time,3,March,Q1,2025,Monday,8.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD02193,2025-03-31,P002,Desktop PC,Electronics,SUP006,Reliable Components,4.7,WH002,Bangalore Hub,Bangalore,12000,52.45,9,55000,495000,Rail,Pune,Kolkata,617,3085,2025-04-10,2025-04-11,On Time,1,834,100,Sufficient,Minor Delay,3,March,Q1,2025,Monday,5.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD01579,2025-03-31,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,68.59,2,5000,10000,Air,Delhi,Kolkata,803,14454,2025-04-03,2025-04-03,On Time,0,205,131,Sufficient,On Time,3,March,Q1,2025,Monday,18.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD03586,2025-03-31,P007,Scanner,Office Equipment,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,74.54,100,9000,900000,Sea,Hyderabad,Coimbatore,140,420,2025-04-17,2025-04-17,On Time,0,868,114,Sufficient,On Time,3,March,Q1,2025,Monday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD01729,2025-03-31,P002,Desktop PC,Electronics,SUP007,Digital Supply Co,3.8,WH006,Pune Warehouse,Pune,8000,49.12,36,55000,1980000,Rail,Hyderabad,Jaipur,115,575,2025-04-05,2025-04-05,On Time,0,508,236,Sufficient,On Time,3,March,Q1,2025,Monday,5.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD09403,2025-03-31,P006,Printer,Office Equipment,SUP001,TechSource India,4.6,WH002,Bangalore Hub,Bangalore,12000,90.99,8,12000,96000,Rail,Pune,Mumbai,1903,9515,2025-04-07,2025-04-08,On Time,1,594,286,Sufficient,Minor Delay,3,March,Q1,2025,Monday,5.0,Low Risk,High Risk,Medium Risk,Medium Risk
ORD02316,2025-03-31,P010,Hard Drive,Storage,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,61.74,85,6000,510000,Sea,Mumbai,Ahmedabad,2389,7167,2025-04-13,2025-04-13,On Time,0,520,248,Sufficient,On Time,3,March,Q1,2025,Monday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD07668,2025-03-31,P002,Desktop PC,Electronics,SUP002,Global Electronics,4.2,WH002,Bangalore Hub,Bangalore,12000,50.87,81,55000,4455000,Sea,Chennai,Hyderabad,1895,5685,2025-04-10,2025-04-11,On Time,1,998,284,Sufficient,Minor Delay,3,March,Q1,2025,Monday,3.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD08906,2025-03-31,P012,RAM,Computer Parts,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,62.53,6,3500,21000,Rail,Mumbai,Hyderabad,762,3810,2025-04-06,2025-04-07,On Time,1,497,119,Sufficient,Minor Delay,3,March,Q1,2025,Monday,5.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD06075,2025-03-31,P015,Headset,Accessories,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,54.02,31,2500,77500,Rail,Delhi,Mumbai,958,4790,2025-04-05,2025-04-05,On Time,0,176,152,Sufficient,On Time,3,March,Q1,2025,Monday,5.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD06078,2025-03-31,P008,Router,Networking,SUP007,Digital Supply Co,3.8,WH005,Delhi Distribution,Delhi,14000,93.33,91,5000,455000,Road,Hyderabad,Pune,241,1928,2025-04-08,2025-04-08,On Time,0,36,262,Reorder Required,On Time,3,March,Q1,2025,Monday,8.0,High Risk,High Risk,Low Risk,High Risk
ORD01386,2025-03-31,P005,Mouse,Accessories,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,80.82,86,800,68800,Rail,Delhi,Pune,1087,5435,2025-04-10,2025-04-10,On Time,0,68,108,Reorder Required,On Time,3,March,Q1,2025,Monday,5.0,High Risk,Medium Risk,Low Risk,Medium Risk
ORD01058,2025-03-31,P007,Scanner,Office Equipment,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,89.53,48,9000,432000,Road,Mumbai,Delhi,639,5112,2025-04-03,2025-04-03,On Time,0,431,132,Sufficient,On Time,3,March,Q1,2025,Monday,8.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD01436,2025-03-31,P009,Switch,Networking,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,48.14,98,7500,735000,Rail,Hyderabad,Jaipur,1444,7220,2025-04-07,2025-04-14,Delayed,7,92,108,Reorder Required,Moderate Delay,3,March,Q1,2025,Monday,5.0,High Risk,Low Risk,High Risk,High Risk
ORD03514,2025-03-31,P015,Headset,Accessories,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,79.48,94,2500,235000,Sea,Hyderabad,Bangalore,106,318,2025-04-13,2025-04-18,Delayed,5,84,262,Reorder Required,Moderate Delay,3,March,Q1,2025,Monday,3.0,High Risk,Medium Risk,High Risk,High Risk
ORD03984,2025-03-31,P006,Printer,Office Equipment,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,67.81,93,12000,1116000,Sea,Bangalore,Jaipur,1788,5364,2025-04-14,2025-04-18,Delayed,4,896,131,Sufficient,Moderate Delay,3,March,Q1,2025,Monday,3.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD07658,2025-03-31,P013,Graphics Card,Computer Parts,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,67.51,86,45000,3870000,Sea,Pune,Delhi,1474,4422,2025-04-14,2025-04-15,On Time,1,432,145,Sufficient,Minor Delay,3,March,Q1,2025,Monday,3.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD05194,2025-03-31,P015,Headset,Accessories,SUP002,Global Electronics,4.2,WH004,Mumbai Central,Mumbai,15000,54.82,64,2500,160000,Road,Mumbai,Bangalore,1627,13016,2025-04-07,2025-04-07,On Time,0,298,179,Sufficient,On Time,3,March,Q1,2025,Monday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD04445,2025-03-31,P014,Webcam,Accessories,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,81.42,17,4000,68000,Rail,Pune,Ahmedabad,786,3930,2025-04-12,2025-04-12,On Time,0,182,129,Sufficient,On Time,3,March,Q1,2025,Monday,5.0,Medium Risk,Medium Risk,Low Risk,Medium Risk
ORD08860,2025-03-31,P003,Monitor,Electronics,SUP006,Reliable Components,4.7,WH006,Pune Warehouse,Pune,8000,62.91,10,18000,180000,Sea,Hyderabad,Chennai,1178,3534,2025-04-12,2025-04-18,Delayed,6,892,100,Sufficient,Moderate Delay,3,March,Q1,2025,Monday,3.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD05396,2025-03-31,P004,Keyboard,Accessories,SUP005,SmartTech Distributors,4.4,WH005,Delhi Distribution,Delhi,14000,78.1,95,1500,142500,Sea,Chennai,Coimbatore,951,2853,2025-04-14,2025-04-17,Delayed,3,405,136,Sufficient,Minor Delay,3,March,Q1,2025,Monday,3.0,Low Risk,Medium Risk,Medium Risk,Medium Risk
ORD09328,2025-03-31,P004,Keyboard,Accessories,SUP002,Global Electronics,4.2,WH005,Delhi Distribution,Delhi,14000,48.09,29,1500,43500,Sea,Delhi,Kolkata,1515,4545,2025-04-10,2025-04-10,On Time,0,727,233,Sufficient,On Time,3,March,Q1,2025,Monday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD03884,2025-03-31,P006,Printer,Office Equipment,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,89.25,91,12000,1092000,Air,Hyderabad,Bangalore,1420,25560,2025-04-01,2025-04-01,On Time,0,488,194,Sufficient,On Time,3,March,Q1,2025,Monday,18.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD05608,2025-03-31,P003,Monitor,Electronics,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,69.18,16,18000,288000,Road,Bangalore,Coimbatore,2212,17696,2025-04-03,2025-04-03,On Time,0,666,161,Sufficient,On Time,3,March,Q1,2025,Monday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD09666,2025-03-31,P008,Router,Networking,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,62.81,57,5000,285000,Rail,Chennai,Ahmedabad,2478,12390,2025-04-10,2025-04-10,On Time,0,172,183,Reorder Required,On Time,3,March,Q1,2025,Monday,5.0,High Risk,Low Risk,Low Risk,Medium Risk
