Order_ID,Order_Date,Product_ID,Product_Name,Product_Category,Supplier_ID,Supplier_Name,Supplier_Rating,Warehouse_ID,Warehouse_Name,Warehouse_Location,Warehouse_Capacity,Warehouse_Utilization,Quantity,Unit_Price,Order_Value,Shipping_Mode,Origin,Destination,Distance_KM,Shipping_Cost,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delivery_Delay_Days,Inventory_Level,Reorder_Level,Inventory_Status
ORD00769,2025-05-13,P008,Router,Networking,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,90.42,84,5000,420000,Rail,Chennai,Jaipur,2049,10245,2025-05-18,2025-05-18,On Time,0,430,204,Sufficient
ORD00770,2025-12-15,P003,Monitor,Electronics,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,48.02,66,18000,1188000,Air,Hyderabad,Bangalore,1742,31356,2025-12-19,2025-12-19,On Time,0,655,264,Sufficient
ORD00771,2025-05-06,P012,RAM,Computer Parts,SUP001,TechSource India,4.6,WH002,Bangalore Hub,Bangalore,12000,80.46,14,3500,49000,Air,Mumbai,Hyderabad,2385,42930,2025-05-10,2025-05-10,On Time,0,417,218,Sufficient
ORD00772,2025-06-28,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH006,Pune Warehouse,Pune,8000,55.57,69,5000,345000,Sea,Chennai,Bangalore,788,2364,2025-07-09,2025-07-10,On Time,1,806,210,Sufficient
ORD00773,2025-06-18,P002,Desktop PC,Electronics,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,52.71,78,55000,4290000,Sea,Bangalore,Ahmedabad,518,1554,2025-07-02,2025-07-02,On Time,0,991,220,Sufficient
ORD00774,2025-04-20,P006,Printer,Office Equipment,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,95.49,100,12000,1200000,Sea,Chennai,Pune,1811,5433,2025-05-07,2025-05-11,Delayed,4,908,105,Sufficient
ORD00775,2025-12-17,P007,Scanner,Office Equipment,SUP005,SmartTech Distributors,4.4,WH003,Hyderabad Hub,Hyderabad,9000,68.93,82,9000,738000,Rail,Chennai,Hyderabad,333,1665,2025-12-26,2025-12-26,On Time,0,914,282,Sufficient
ORD00776,2025-08-03,P009,Switch,Networking,SUP004,NextGen Supplies,3.9,WH006,Pune Warehouse,Pune,8000,63.51,34,7500,255000,Rail,Chennai,Bangalore,1805,9025,2025-08-13,2025-08-13,On Time,0,188,150,Sufficient
ORD00777,2025-08-03,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,80.4,89,5000,445000,Rail,Pune,Kolkata,1502,7510,2025-08-14,2025-08-14,On Time,0,99,285,Reorder Required
ORD00778,2025-11-12,P003,Monitor,Electronics,SUP006,Reliable Components,4.7,WH006,Pune Warehouse,Pune,8000,66.54,94,18000,1692000,Air,Chennai,Hyderabad,1928,34704,2025-11-14,2025-11-14,On Time,0,136,272,Reorder Required
ORD00779,2025-09-24,P012,RAM,Computer Parts,SUP001,TechSource India,4.6,WH004,Mumbai Central,Mumbai,15000,73.94,17,3500,59500,Sea,Pune,Jaipur,449,1347,2025-10-04,2025-10-04,On Time,0,450,278,Sufficient
ORD00780,2025-03-27,P010,Hard Drive,Storage,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,71.61,45,6000,270000,Rail,Bangalore,Jaipur,108,540,2025-04-06,2025-04-06,On Time,0,329,178,Sufficient
ORD00781,2025-03-05,P012,RAM,Computer Parts,SUP008,FutureTech Suppliers,4.5,WH006,Pune Warehouse,Pune,8000,69.32,59,3500,206500,Sea,Mumbai,Pune,1492,4476,2025-03-23,2025-03-23,On Time,0,136,145,Reorder Required
ORD00782,2025-07-11,P003,Monitor,Electronics,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,49.75,56,18000,1008000,Sea,Hyderabad,Kolkata,1210,3630,2025-07-30,2025-07-30,On Time,0,109,126,Reorder Required
ORD00783,2025-01-09,P010,Hard Drive,Storage,SUP007,Digital Supply Co,3.8,WH001,Chennai Central,Chennai,10000,56.23,64,6000,384000,Road,Pune,Ahmedabad,2111,16888,2025-01-16,2025-01-16,On Time,0,892,207,Sufficient
ORD00784,2025-08-21,P009,Switch,Networking,SUP007,Digital Supply Co,3.8,WH001,Chennai Central,Chennai,10000,86.46,26,7500,195000,Sea,Chennai,Pune,1950,5850,2025-09-06,2025-09-07,On Time,1,27,195,Reorder Required
ORD00785,2025-09-17,P005,Mouse,Accessories,SUP005,SmartTech Distributors,4.4,WH006,Pune Warehouse,Pune,8000,89.56,34,800,27200,Air,Mumbai,Chennai,1748,31464,2025-09-18,2025-09-21,Delayed,3,829,195,Sufficient
ORD00786,2025-09-23,P014,Webcam,Accessories,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,87.47,22,4000,88000,Sea,Bangalore,Coimbatore,1653,4959,2025-10-06,2025-10-07,On Time,1,868,113,Sufficient
ORD00787,2025-10-23,P007,Scanner,Office Equipment,SUP003,Prime Components,4.8,WH006,Pune Warehouse,Pune,8000,71.73,50,9000,450000,Rail,Mumbai,Pune,2168,10840,2025-10-30,2025-10-30,On Time,0,747,132,Sufficient
ORD00788,2025-11-20,P010,Hard Drive,Storage,SUP007,Digital Supply Co,3.8,WH006,Pune Warehouse,Pune,8000,76.44,34,6000,204000,Rail,Hyderabad,Mumbai,431,2155,2025-11-26,2025-11-27,Delayed,1,663,297,Sufficient
ORD00789,2025-01-15,P010,Hard Drive,Storage,SUP002,Global Electronics,4.2,WH005,Delhi Distribution,Delhi,14000,79.58,49,6000,294000,Road,Pune,Hyderabad,1908,15264,2025-01-23,2025-01-23,On Time,0,211,161,Sufficient
ORD00790,2025-04-24,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,90.95,32,800,25600,Sea,Hyderabad,Chennai,1176,3528,2025-05-05,2025-05-05,On Time,0,673,248,Sufficient
ORD00791,2025-02-26,P008,Router,Networking,SUP002,Global Electronics,4.2,WH001,Chennai Central,Chennai,10000,71.02,19,5000,95000,Air,Hyderabad,Bangalore,366,6588,2025-03-02,2025-03-02,On Time,0,420,125,Sufficient
ORD00792,2025-01-12,P007,Scanner,Office Equipment,SUP002,Global Electronics,4.2,WH004,Mumbai Central,Mumbai,15000,54.53,81,9000,729000,Road,Bangalore,Kolkata,1587,12696,2025-01-17,2025-01-18,On Time,1,847,141,Sufficient
ORD00793,2025-01-06,P015,Headset,Accessories,SUP003,Prime Components,4.8,WH006,Pune Warehouse,Pune,8000,84.31,73,2500,182500,Road,Chennai,Pune,1470,11760,2025-01-12,2025-01-12,On Time,0,182,233,Reorder Required
ORD00794,2025-03-04,P004,Keyboard,Accessories,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,83.57,3,1500,4500,Rail,Bangalore,Pune,520,2600,2025-03-12,2025-03-15,Delayed,3,245,121,Sufficient
ORD00795,2025-03-06,P005,Mouse,Accessories,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,95.16,26,800,20800,Road,Hyderabad,Coimbatore,1255,10040,2025-03-12,2025-03-13,On Time,1,466,231,Sufficient
ORD00796,2025-04-09,P005,Mouse,Accessories,SUP003,Prime Components,4.8,WH002,Bangalore Hub,Bangalore,12000,70.86,88,800,70400,Air,Mumbai,Bangalore,2440,43920,2025-04-12,2025-04-16,Delayed,4,996,284,Sufficient
ORD00797,2025-08-17,P007,Scanner,Office Equipment,SUP005,SmartTech Distributors,4.4,WH003,Hyderabad Hub,Hyderabad,9000,88.43,80,9000,720000,Road,Delhi,Kolkata,1808,14464,2025-08-21,2025-08-21,On Time,0,939,261,Sufficient
ORD00798,2025-08-19,P003,Monitor,Electronics,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,67.76,33,18000,594000,Sea,Hyderabad,Jaipur,2222,6666,2025-09-03,2025-09-03,On Time,0,204,182,Sufficient
ORD00799,2025-04-06,P006,Printer,Office Equipment,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,56.33,28,12000,336000,Air,Hyderabad,Pune,550,9900,2025-04-07,2025-04-07,On Time,0,754,184,Sufficient
ORD00800,2025-10-18,P013,Graphics Card,Computer Parts,SUP006,Reliable Components,4.7,WH002,Bangalore Hub,Bangalore,12000,95.15,72,45000,3240000,Road,Mumbai,Delhi,919,7352,2025-10-25,2025-10-25,On Time,0,753,255,Sufficient
ORD00801,2025-12-10,P002,Desktop PC,Electronics,SUP007,Digital Supply Co,3.8,WH006,Pune Warehouse,Pune,8000,97.48,97,55000,5335000,Sea,Hyderabad,Pune,861,2583,2025-12-23,2025-12-31,Delayed,8,530,111,Sufficient
ORD00802,2025-08-04,P002,Desktop PC,Electronics,SUP002,Global Electronics,4.2,WH004,Mumbai Central,Mumbai,15000,60.07,22,55000,1210000,Air,Delhi,Kolkata,1018,18324,2025-08-05,2025-08-05,On Time,0,953,218,Sufficient
ORD00803,2025-07-26,P001,Laptop,Electronics,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,63.33,83,65000,5395000,Road,Chennai,Ahmedabad,439,3512,2025-08-01,2025-08-01,On Time,0,344,292,Sufficient
ORD00804,2025-02-10,P009,Switch,Networking,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,94.7,79,7500,592500,Road,Mumbai,Delhi,1911,15288,2025-02-16,2025-02-16,On Time,0,883,195,Sufficient
ORD00805,2025-02-22,P001,Laptop,Electronics,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,88.26,2,65000,130000,Rail,Chennai,Pune,1834,9170,2025-03-02,2025-03-06,Delayed,4,761,194,Sufficient
ORD00806,2025-10-03,P001,Laptop,Electronics,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,54.03,6,65000,390000,Road,Chennai,Delhi,357,2856,2025-10-08,2025-10-09,On Time,1,296,278,Sufficient
ORD00807,2025-03-12,P010,Hard Drive,Storage,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,80.05,17,6000,102000,Air,Bangalore,Jaipur,1742,31356,2025-03-16,2025-03-16,On Time,0,611,222,Sufficient
ORD00808,2025-05-24,P006,Printer,Office Equipment,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,48.98,12,12000,144000,Air,Hyderabad,Bangalore,1495,26910,2025-05-26,2025-05-26,On Time,0,731,119,Sufficient
ORD00809,2025-09-11,P001,Laptop,Electronics,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,85.36,86,65000,5590000,Rail,Mumbai,Kolkata,819,4095,2025-09-23,2025-09-27,Delayed,4,853,251,Sufficient
ORD00810,2025-09-21,P014,Webcam,Accessories,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,65.44,91,4000,364000,Sea,Pune,Hyderabad,2116,6348,2025-10-02,2025-10-02,On Time,0,958,193,Sufficient
ORD00811,2025-08-20,P014,Webcam,Accessories,SUP004,NextGen Supplies,3.9,WH004,Mumbai Central,Mumbai,15000,91.44,25,4000,100000,Road,Hyderabad,Kolkata,722,5776,2025-08-28,2025-08-28,On Time,0,170,218,Reorder Required
ORD00812,2025-02-26,P004,Keyboard,Accessories,SUP001,TechSource India,4.6,WH004,Mumbai Central,Mumbai,15000,49.46,24,1500,36000,Air,Chennai,Ahmedabad,2224,40032,2025-03-02,2025-03-02,On Time,0,969,240,Sufficient
ORD00813,2025-08-09,P004,Keyboard,Accessories,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,65.27,65,1500,97500,Sea,Delhi,Pune,267,801,2025-08-26,2025-08-26,On Time,0,70,266,Reorder Required
ORD00814,2025-08-05,P004,Keyboard,Accessories,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,95.83,52,1500,78000,Rail,Delhi,Coimbatore,2071,10355,2025-08-16,2025-08-17,Delayed,1,681,163,Sufficient
ORD00815,2025-04-23,P002,Desktop PC,Electronics,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,50.37,74,55000,4070000,Air,Bangalore,Coimbatore,463,8334,2025-04-26,2025-04-27,On Time,1,421,200,Sufficient
ORD00816,2025-12-21,P005,Mouse,Accessories,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,93.11,22,800,17600,Rail,Hyderabad,Delhi,2492,12460,2025-12-30,2025-12-30,On Time,0,209,228,Reorder Required
ORD00817,2025-11-15,P008,Router,Networking,SUP005,SmartTech Distributors,4.4,WH006,Pune Warehouse,Pune,8000,80.3,31,5000,155000,Rail,Hyderabad,Bangalore,732,3660,2025-11-22,2025-11-23,On Time,1,165,103,Sufficient
ORD00818,2025-08-08,P006,Printer,Office Equipment,SUP001,TechSource India,4.6,WH002,Bangalore Hub,Bangalore,12000,70.05,34,12000,408000,Road,Bangalore,Chennai,2483,19864,2025-08-13,2025-08-13,On Time,0,520,163,Sufficient
ORD00819,2025-01-24,P014,Webcam,Accessories,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,87.61,88,4000,352000,Air,Bangalore,Coimbatore,2110,37980,2025-01-26,2025-01-26,On Time,0,122,177,Reorder Required
ORD00820,2025-06-21,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH006,Pune Warehouse,Pune,8000,62.69,45,5000,225000,Air,Pune,Ahmedabad,1088,19584,2025-06-24,2025-06-24,On Time,0,328,281,Sufficient
ORD00821,2025-09-23,P013,Graphics Card,Computer Parts,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,57.95,35,45000,1575000,Road,Bangalore,Kolkata,952,7616,2025-10-01,2025-10-01,On Time,0,529,107,Sufficient
ORD00822,2025-12-23,P007,Scanner,Office Equipment,SUP006,Reliable Components,4.7,WH002,Bangalore Hub,Bangalore,12000,54.27,96,9000,864000,Road,Bangalore,Kolkata,492,3936,2025-12-28,2025-12-29,On Time,1,917,234,Sufficient
ORD00823,2025-12-14,P006,Printer,Office Equipment,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,51.52,76,12000,912000,Sea,Hyderabad,Delhi,830,2490,2025-12-24,2025-12-24,On Time,0,874,256,Sufficient
ORD00824,2025-08-21,P010,Hard Drive,Storage,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,80.21,15,6000,90000,Road,Mumbai,Hyderabad,1960,15680,2025-08-29,2025-09-03,Delayed,5,658,242,Sufficient
ORD00825,2025-06-05,P008,Router,Networking,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,61.21,38,5000,190000,Road,Mumbai,Chennai,940,7520,2025-06-10,2025-06-10,On Time,0,74,225,Reorder Required
ORD00826,2025-08-09,P006,Printer,Office Equipment,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,55.43,33,12000,396000,Rail,Hyderabad,Delhi,2106,10530,2025-08-16,2025-08-16,On Time,0,166,287,Reorder Required
ORD00827,2025-10-27,P015,Headset,Accessories,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,92.33,29,2500,72500,Road,Mumbai,Pune,1068,8544,2025-11-04,2025-11-05,On Time,1,428,125,Sufficient
ORD00828,2025-06-04,P010,Hard Drive,Storage,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,74.38,73,6000,438000,Sea,Pune,Jaipur,620,1860,2025-06-24,2025-06-24,On Time,0,158,206,Reorder Required
ORD00829,2025-06-04,P005,Mouse,Accessories,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,61.6,73,800,58400,Sea,Delhi,Hyderabad,1589,4767,2025-06-20,2025-06-29,Delayed,9,472,277,Sufficient
ORD00830,2025-12-17,P012,RAM,Computer Parts,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,67.31,46,3500,161000,Sea,Mumbai,Kolkata,1730,5190,2026-01-03,2026-01-12,Delayed,9,47,296,Reorder Required
ORD00831,2025-03-13,P010,Hard Drive,Storage,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,80.51,75,6000,450000,Air,Bangalore,Jaipur,2275,40950,2025-03-16,2025-03-23,Delayed,7,148,203,Reorder Required
ORD00832,2025-08-25,P013,Graphics Card,Computer Parts,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,81.6,11,45000,495000,Road,Hyderabad,Bangalore,1415,11320,2025-09-01,2025-09-06,Delayed,5,599,223,Sufficient
ORD00833,2025-02-01,P002,Desktop PC,Electronics,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,61.48,27,55000,1485000,Rail,Delhi,Ahmedabad,608,3040,2025-02-09,2025-02-09,On Time,0,328,260,Sufficient
ORD00834,2025-01-04,P013,Graphics Card,Computer Parts,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,58.1,89,45000,4005000,Rail,Chennai,Bangalore,50,250,2025-01-11,2025-01-11,On Time,0,552,124,Sufficient
ORD00835,2025-02-23,P008,Router,Networking,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,89.61,57,5000,285000,Sea,Chennai,Bangalore,1278,3834,2025-03-11,2025-03-11,On Time,0,859,160,Sufficient
ORD00836,2025-10-07,P005,Mouse,Accessories,SUP008,FutureTech Suppliers,4.5,WH006,Pune Warehouse,Pune,8000,84.31,79,800,63200,Road,Mumbai,Hyderabad,138,1104,2025-10-11,2025-10-15,Delayed,4,194,230,Reorder Required
ORD00837,2025-10-07,P004,Keyboard,Accessories,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,81.98,38,1500,57000,Air,Pune,Bangalore,2461,44298,2025-10-11,2025-10-11,On Time,0,420,198,Sufficient
ORD00838,2025-02-24,P008,Router,Networking,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,79.47,19,5000,95000,Road,Hyderabad,Ahmedabad,542,4336,2025-03-03,2025-03-03,On Time,0,54,265,Reorder Required
ORD00839,2025-12-03,P010,Hard Drive,Storage,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,56.17,46,6000,276000,Rail,Mumbai,Ahmedabad,1184,5920,2025-12-08,2025-12-08,On Time,0,532,228,Sufficient
ORD00840,2025-12-28,P009,Switch,Networking,SUP007,Digital Supply Co,3.8,WH005,Delhi Distribution,Delhi,14000,85.42,9,7500,67500,Rail,Pune,Hyderabad,1491,7455,2026-01-07,2026-01-07,On Time,0,305,300,Sufficient
ORD00841,2025-06-05,P015,Headset,Accessories,SUP007,Digital Supply Co,3.8,WH001,Chennai Central,Chennai,10000,62.18,83,2500,207500,Sea,Mumbai,Ahmedabad,788,2364,2025-06-24,2025-06-24,On Time,0,152,278,Reorder Required
ORD00842,2025-10-25,P006,Printer,Office Equipment,SUP007,Digital Supply Co,3.8,WH001,Chennai Central,Chennai,10000,70.25,6,12000,72000,Road,Pune,Hyderabad,999,7992,2025-10-28,2025-10-29,On Time,1,976,273,Sufficient
ORD00843,2025-04-29,P013,Graphics Card,Computer Parts,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,48.86,23,45000,1035000,Sea,Mumbai,Bangalore,303,909,2025-05-18,2025-05-19,Delayed,1,887,291,Sufficient
ORD00844,2025-07-11,P010,Hard Drive,Storage,SUP001,TechSource India,4.6,WH002,Bangalore Hub,Bangalore,12000,71.03,42,6000,252000,Road,Pune,Ahmedabad,1596,12768,2025-07-15,2025-07-15,On Time,0,220,164,Sufficient
ORD00845,2025-12-14,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH002,Bangalore Hub,Bangalore,12000,87.93,95,800,76000,Rail,Mumbai,Coimbatore,837,4185,2025-12-20,2025-12-20,On Time,0,228,108,Sufficient
ORD00846,2025-01-03,P006,Printer,Office Equipment,SUP007,Digital Supply Co,3.8,WH005,Delhi Distribution,Delhi,14000,63.89,70,12000,840000,Road,Hyderabad,Coimbatore,2082,16656,2025-01-07,2025-01-08,On Time,1,532,190,Sufficient
ORD00847,2025-10-14,P014,Webcam,Accessories,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,51.25,57,4000,228000,Sea,Pune,Kolkata,340,1020,2025-11-02,2025-11-11,Delayed,9,325,125,Sufficient
ORD00848,2025-04-29,P001,Laptop,Electronics,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,73.32,29,65000,1885000,Air,Hyderabad,Kolkata,1515,27270,2025-04-30,2025-04-30,On Time,0,314,119,Sufficient
ORD00849,2025-05-04,P014,Webcam,Accessories,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,46.71,80,4000,320000,Road,Delhi,Bangalore,2437,19496,2025-05-10,2025-05-10,On Time,0,688,107,Sufficient
ORD00850,2025-08-04,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,48.86,98,800,78400,Road,Bangalore,Mumbai,2290,18320,2025-08-12,2025-08-13,Delayed,1,261,226,Sufficient
ORD00851,2025-10-16,P015,Headset,Accessories,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,47.21,10,2500,25000,Sea,Delhi,Jaipur,380,1140,2025-11-03,2025-11-03,On Time,0,297,285,Sufficient
ORD00852,2025-01-19,P008,Router,Networking,SUP004,NextGen Supplies,3.9,WH006,Pune Warehouse,Pune,8000,88.0,45,5000,225000,Sea,Mumbai,Delhi,982,2946,2025-01-29,2025-01-29,On Time,0,812,300,Sufficient
ORD00853,2025-10-01,P010,Hard Drive,Storage,SUP007,Digital Supply Co,3.8,WH006,Pune Warehouse,Pune,8000,67.62,88,6000,528000,Road,Delhi,Ahmedabad,263,2104,2025-10-07,2025-10-07,On Time,0,460,279,Sufficient
ORD00854,2025-03-12,P002,Desktop PC,Electronics,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,76.2,79,55000,4345000,Air,Hyderabad,Mumbai,1455,26190,2025-03-16,2025-03-16,On Time,0,257,123,Sufficient
ORD00855,2025-04-27,P007,Scanner,Office Equipment,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,63.53,93,9000,837000,Rail,Chennai,Bangalore,282,1410,2025-05-04,2025-05-04,On Time,0,64,180,Reorder Required
ORD00856,2025-12-02,P015,Headset,Accessories,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,82.38,17,2500,42500,Sea,Mumbai,Bangalore,364,1092,2025-12-13,2025-12-22,Delayed,9,230,226,Sufficient
ORD00857,2025-07-02,P015,Headset,Accessories,SUP004,NextGen Supplies,3.9,WH004,Mumbai Central,Mumbai,15000,73.7,92,2500,230000,Air,Hyderabad,Coimbatore,1248,22464,2025-07-04,2025-07-04,On Time,0,346,278,Sufficient
ORD00858,2025-02-23,P001,Laptop,Electronics,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,74.31,91,65000,5915000,Sea,Hyderabad,Bangalore,883,2649,2025-03-07,2025-03-07,On Time,0,332,289,Sufficient
ORD00859,2025-03-04,P006,Printer,Office Equipment,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,76.18,31,12000,372000,Sea,Pune,Ahmedabad,517,1551,2025-03-14,2025-03-14,On Time,0,296,171,Sufficient
ORD00860,2025-06-03,P014,Webcam,Accessories,SUP002,Global Electronics,4.2,WH001,Chennai Central,Chennai,10000,54.77,36,4000,144000,Sea,Mumbai,Chennai,1617,4851,2025-06-19,2025-06-19,On Time,0,230,197,Sufficient
ORD00861,2025-08-09,P009,Switch,Networking,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,87.94,40,7500,300000,Road,Delhi,Pune,156,1248,2025-08-16,2025-08-16,On Time,0,964,167,Sufficient
ORD00862,2025-10-30,P004,Keyboard,Accessories,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,69.57,93,1500,139500,Sea,Mumbai,Chennai,497,1491,2025-11-17,2025-11-17,On Time,0,899,236,Sufficient
ORD00863,2025-10-21,P012,RAM,Computer Parts,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,85.88,49,3500,171500,Sea,Pune,Mumbai,590,1770,2025-10-31,2025-10-31,On Time,0,107,163,Reorder Required
ORD00864,2025-06-01,P006,Printer,Office Equipment,SUP007,Digital Supply Co,3.8,WH001,Chennai Central,Chennai,10000,89.31,79,12000,948000,Air,Hyderabad,Delhi,1076,19368,2025-06-02,2025-06-12,Delayed,10,696,182,Sufficient
ORD00865,2025-04-02,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,75.72,57,5000,285000,Road,Mumbai,Chennai,1519,12152,2025-04-08,2025-04-08,On Time,0,438,114,Sufficient
ORD00866,2025-02-10,P005,Mouse,Accessories,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,79.77,57,800,45600,Rail,Hyderabad,Delhi,1113,5565,2025-02-22,2025-02-25,Delayed,3,170,258,Reorder Required
ORD00867,2025-04-30,P002,Desktop PC,Electronics,SUP001,TechSource India,4.6,WH002,Bangalore Hub,Bangalore,12000,97.57,88,55000,4840000,Sea,Delhi,Pune,221,663,2025-05-18,2025-05-18,On Time,0,994,282,Sufficient
ORD00868,2025-05-12,P001,Laptop,Electronics,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,49.1,92,65000,5980000,Road,Delhi,Mumbai,1482,11856,2025-05-15,2025-05-23,Delayed,8,135,230,Reorder Required
ORD00869,2025-04-15,P006,Printer,Office Equipment,SUP006,Reliable Components,4.7,WH006,Pune Warehouse,Pune,8000,62.75,54,12000,648000,Road,Pune,Kolkata,1209,9672,2025-04-19,2025-04-29,Delayed,10,827,192,Sufficient
ORD00870,2025-07-28,P015,Headset,Accessories,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,56.21,38,2500,95000,Road,Bangalore,Pune,232,1856,2025-08-02,2025-08-02,On Time,0,128,255,Reorder Required
ORD00871,2025-06-10,P009,Switch,Networking,SUP006,Reliable Components,4.7,WH002,Bangalore Hub,Bangalore,12000,74.97,49,7500,367500,Road,Pune,Hyderabad,1610,12880,2025-06-18,2025-06-20,Delayed,2,977,157,Sufficient
ORD00872,2025-10-22,P011,SSD,Storage,SUP007,Digital Supply Co,3.8,WH005,Delhi Distribution,Delhi,14000,55.34,94,7000,658000,Road,Delhi,Chennai,1984,15872,2025-10-30,2025-10-31,On Time,1,344,168,Sufficient
ORD00873,2025-10-22,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,64.18,32,800,25600,Air,Bangalore,Ahmedabad,1339,24102,2025-10-23,2025-10-24,On Time,1,770,204,Sufficient
ORD00874,2025-06-30,P009,Switch,Networking,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,57.98,84,7500,630000,Sea,Delhi,Mumbai,1888,5664,2025-07-16,2025-07-19,Delayed,3,967,237,Sufficient
ORD00875,2025-07-28,P011,SSD,Storage,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,78.53,34,7000,238000,Air,Hyderabad,Pune,533,9594,2025-07-29,2025-07-29,On Time,0,609,226,Sufficient
ORD00876,2025-04-12,P015,Headset,Accessories,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,89.19,2,2500,5000,Rail,Chennai,Kolkata,1128,5640,2025-04-24,2025-04-24,On Time,0,910,108,Sufficient
